ApplicantID	MajorID	SelectionStatus
MANDIRI20210194	24	0
MANDIRI20210194	29	0
MANDIRI20210195	28	1
MANDIRI20210195	20	0
MANDIRI20210195	10	0
MANDIRI20210195	19	0
MANDIRI20210195	11	0
MANDIRI20210196	2	1
MANDIRI20210196	8	0
MANDIRI20210196	8	0
MANDIRI20210196	2	0
MANDIRI20210196	30	0
MANDIRI20210197	3	0
MANDIRI20210197	6	0
MANDIRI20210198	8	1
MANDIRI20210198	17	0
MANDIRI20210198	30	0
MANDIRI20210198	28	0
MANDIRI20210198	8	0
MANDIRI20210199	12	1
MANDIRI20210199	32	0
MANDIRI20210200	4	1
MANDIRI20210200	23	0
MANDIRI20210201	8	1
MANDIRI20210201	20	0
MANDIRI20210201	1	0
MANDIRI20210201	2	0
MANDIRI20210201	27	0
MANDIRI20210202	21	1
MANDIRI20210202	6	0
MANDIRI20210202	21	0
MANDIRI20210202	8	0
MANDIRI20210202	7	0
MANDIRI20210203	27	1
MANDIRI20210203	25	0
MANDIRI20210204	26	1
MANDIRI20210204	11	0
MANDIRI20210204	7	0
MANDIRI20210204	27	0
MANDIRI20210204	13	0
MANDIRI20210205	20	1
MANDIRI20210205	26	0
MANDIRI20210206	19	1
MANDIRI20210206	7	0
MANDIRI20210207	7	1
MANDIRI20210207	30	0
MANDIRI20210207	4	0
MANDIRI20210207	21	0
MANDIRI20210207	5	0
MANDIRI20210208	18	1
MANDIRI20210208	23	0
MANDIRI20210208	4	0
MANDIRI20210208	18	0
MANDIRI20210208	29	0
MANDIRI20210209	2	1
MANDIRI20210209	24	0
MANDIRI20210210	31	1
MANDIRI20210210	27	0
MANDIRI20210211	28	1
MANDIRI20210211	13	0
MANDIRI20210212	29	0
MANDIRI20210212	29	0
MANDIRI20210213	19	1
MANDIRI20210213	26	0
MANDIRI20210213	2	0
MANDIRI20210213	29	0
MANDIRI20210213	9	0
MANDIRI20210214	24	1
MANDIRI20210214	23	0
MANDIRI20210215	24	1
MANDIRI20210215	4	0
MANDIRI20210215	6	0
MANDIRI20210215	23	0
MANDIRI20210215	3	0
MANDIRI20210216	23	0
MANDIRI20210216	29	0
MANDIRI20210217	3	1
MANDIRI20210217	4	0
MANDIRI20210217	8	0
MANDIRI20210217	15	0
MANDIRI20210217	11	0
MANDIRI20210218	31	0
MANDIRI20210218	5	0
MANDIRI20210218	19	0
MANDIRI20210218	20	0
MANDIRI20210218	32	0
MANDIRI20210219	20	1
MANDIRI20210219	17	0
MANDIRI20210220	28	1
MANDIRI20210220	6	0
MANDIRI20210220	24	0
MANDIRI20210220	22	0
MANDIRI20210220	8	0
MANDIRI20210221	24	1
MANDIRI20210221	18	0
MANDIRI20210222	26	1
MANDIRI20210222	27	0
MANDIRI20210223	19	1
MANDIRI20210223	12	0
MANDIRI20210223	25	0
MANDIRI20210223	32	0
MANDIRI20210223	1	0
MANDIRI20210224	12	1
MANDIRI20210224	27	0
MANDIRI20210224	26	0
MANDIRI20210224	16	0
MANDIRI20210224	5	0
MANDIRI20210225	30	1
MANDIRI20210225	29	0
MANDIRI20210226	2	1
MANDIRI20210226	7	0
MANDIRI20210226	32	0
MANDIRI20210226	2	0
MANDIRI20210226	9	0
MANDIRI20210227	12	1
MANDIRI20210227	13	0
MANDIRI20210228	7	1
MANDIRI20210228	20	0
MANDIRI20210228	18	0
MANDIRI20210228	9	0
MANDIRI20210228	5	0
MANDIRI20210229	11	1
MANDIRI20210229	27	0
MANDIRI20210230	15	1
MANDIRI20210230	32	0
MANDIRI20210231	16	1
MANDIRI20210231	10	0
MANDIRI20210232	27	1
MANDIRI20210232	8	0
MANDIRI20210233	17	1
MANDIRI20210233	30	0
MANDIRI20210233	28	0
MANDIRI20210233	20	0
MANDIRI20210233	14	0
MANDIRI20210234	16	0
MANDIRI20210234	3	0
MANDIRI20210235	11	1
MANDIRI20210235	8	0
MANDIRI20210235	32	0
MANDIRI20210235	16	0
MANDIRI20210235	19	0
MANDIRI20210236	13	0
MANDIRI20210236	13	0
MANDIRI20210237	29	1
MANDIRI20210237	12	0
MANDIRI20210237	24	0
MANDIRI20210237	29	0
MANDIRI20210237	32	0
MANDIRI20210238	7	1
MANDIRI20210238	15	0
MANDIRI20210239	20	1
MANDIRI20210239	10	0
MANDIRI20210239	32	0
MANDIRI20210239	24	0
MANDIRI20210239	8	0
MANDIRI20210240	28	1
MANDIRI20210240	15	0
MANDIRI20210240	20	0
MANDIRI20210240	32	0
MANDIRI20210240	11	0
MANDIRI20210241	1	1
MANDIRI20210241	9	0
MANDIRI20210242	18	1
MANDIRI20210242	28	0
MANDIRI20210243	5	1
MANDIRI20210243	17	0
MANDIRI20210243	32	0
MANDIRI20210243	12	0
MANDIRI20210243	27	0
MANDIRI20210244	28	1
MANDIRI20210244	1	0
MANDIRI20210244	1	0
MANDIRI20210244	20	0
MANDIRI20210244	24	0
MANDIRI20210245	19	1
MANDIRI20210245	31	0
MANDIRI20210245	7	0
MANDIRI20210245	5	0
MANDIRI20210245	21	0
MANDIRI20210246	15	0
MANDIRI20210246	13	0
MANDIRI20210246	31	0
MANDIRI20210246	26	0
MANDIRI20210246	20	0
MANDIRI20210247	32	0
MANDIRI20210247	8	0
MANDIRI20210247	26	0
MANDIRI20210247	31	0
MANDIRI20210247	11	0
MANDIRI20210248	15	1
MANDIRI20210248	14	0
MANDIRI20210249	20	1
MANDIRI20210249	2	0
MANDIRI20210250	7	1
MANDIRI20210250	6	0
MANDIRI20210250	27	0
MANDIRI20210250	8	0
MANDIRI20210250	2	0
MANDIRI20210251	20	1
MANDIRI20210251	20	0
MANDIRI20210251	16	0
MANDIRI20210251	3	0
MANDIRI20210251	10	0
MANDIRI20210252	13	1
MANDIRI20210252	5	0
MANDIRI20210253	12	1
MANDIRI20210253	22	0
MANDIRI20210254	14	1
MANDIRI20210254	9	0
MANDIRI20210255	15	1
MANDIRI20210255	27	0
MANDIRI20210256	15	1
MANDIRI20210256	31	0
MANDIRI20210257	30	1
MANDIRI20210257	18	0
MANDIRI20210258	12	1
MANDIRI20210258	28	0
MANDIRI20210258	16	0
MANDIRI20210258	18	0
MANDIRI20210258	19	0
MANDIRI20210259	16	1
MANDIRI20210259	23	0
MANDIRI20210260	11	1
MANDIRI20210260	6	0
MANDIRI20210261	24	1
MANDIRI20210261	3	0
MANDIRI20210261	10	0
MANDIRI20210261	22	0
MANDIRI20210261	15	0
MANDIRI20210262	4	1
MANDIRI20210262	2	0
MANDIRI20210262	11	0
MANDIRI20210262	24	0
MANDIRI20210262	29	0
MANDIRI20210263	4	1
MANDIRI20210263	12	0
MANDIRI20210264	8	1
MANDIRI20210264	4	0
MANDIRI20210265	22	1
MANDIRI20210265	1	0
MANDIRI20210266	26	1
MANDIRI20210266	23	0
MANDIRI20210267	2	1
MANDIRI20210267	17	0
MANDIRI20210267	32	0
MANDIRI20210267	12	0
MANDIRI20210267	31	0
MANDIRI20210268	14	1
MANDIRI20210268	31	0
MANDIRI20210269	24	1
MANDIRI20210269	1	0
MANDIRI20210269	9	0
MANDIRI20210269	27	0
MANDIRI20210269	27	0
MANDIRI20210270	5	1
MANDIRI20210270	32	0
MANDIRI20210270	16	0
MANDIRI20210270	10	0
MANDIRI20210270	1	0
MANDIRI20210271	28	1
MANDIRI20210271	22	0
MANDIRI20210271	19	0
MANDIRI20210271	26	0
MANDIRI20210271	25	0
MANDIRI20210272	8	0
MANDIRI20210272	2	0
MANDIRI20210273	31	0
MANDIRI20210273	8	0
MANDIRI20210273	13	0
MANDIRI20210273	29	0
MANDIRI20210273	3	0
MANDIRI20210274	31	0
MANDIRI20210274	28	0
MANDIRI20210274	6	0
MANDIRI20210274	27	0
MANDIRI20210274	17	0
MANDIRI20210275	14	1
MANDIRI20210275	17	0
MANDIRI20210275	15	0
MANDIRI20210275	11	0
MANDIRI20210275	23	0
MANDIRI20210276	23	0
MANDIRI20210276	2	0
MANDIRI20210277	24	0
MANDIRI20210277	16	0
MANDIRI20210278	5	1
MANDIRI20210278	23	0
MANDIRI20210278	11	0
MANDIRI20210278	24	0
MANDIRI20210278	26	0
MANDIRI20210279	30	1
MANDIRI20210279	27	0
MANDIRI20210280	14	1
