ApplicantID	SchoolMajorID	Semester	SchoolSubjectID	Score
MANDIRI20210006	1	3	2	96
MANDIRI20210006	1	3	3	79
MANDIRI20210006	1	3	4	88
MANDIRI20210006	1	3	5	93
MANDIRI20210006	1	3	6	74
MANDIRI20210006	1	4	1	95
MANDIRI20210006	1	4	2	52
MANDIRI20210006	1	4	3	53
MANDIRI20210006	1	4	4	92
MANDIRI20210006	1	4	5	72
MANDIRI20210006	1	4	6	91
MANDIRI20210006	1	5	1	99
MANDIRI20210006	1	5	2	65
MANDIRI20210006	1	5	3	56
MANDIRI20210006	1	5	4	59
MANDIRI20210006	1	5	5	53
MANDIRI20210006	1	5	6	58
MANDIRI20210007	1	1	1	57
MANDIRI20210007	1	1	2	84
MANDIRI20210007	1	1	3	79
MANDIRI20210007	1	1	4	89
MANDIRI20210007	1	1	5	54
MANDIRI20210007	1	1	6	74
MANDIRI20210007	1	2	1	52
MANDIRI20210007	1	2	2	78
MANDIRI20210007	1	2	3	61
MANDIRI20210007	1	2	4	90
MANDIRI20210007	1	2	5	70
MANDIRI20210007	1	2	6	53
MANDIRI20210007	1	3	1	78
MANDIRI20210007	1	3	2	56
MANDIRI20210007	1	3	3	70
MANDIRI20210007	1	3	4	53
MANDIRI20210007	1	3	5	98
MANDIRI20210007	1	3	6	94
MANDIRI20210007	1	4	1	88
MANDIRI20210007	1	4	2	94
MANDIRI20210007	1	4	3	68
MANDIRI20210007	1	4	4	65
MANDIRI20210007	1	4	5	78
MANDIRI20210007	1	4	6	53
MANDIRI20210007	1	5	1	53
MANDIRI20210007	1	5	2	60
MANDIRI20210007	1	5	3	97
MANDIRI20210007	1	5	4	82
MANDIRI20210007	1	5	5	50
MANDIRI20210007	1	5	6	69
MANDIRI20210008	1	1	1	50
MANDIRI20210008	1	1	2	81
MANDIRI20210008	1	1	3	75
MANDIRI20210008	1	1	4	69
MANDIRI20210008	1	1	5	57
MANDIRI20210008	1	1	6	98
MANDIRI20210008	1	2	1	79
MANDIRI20210008	1	2	2	99
MANDIRI20210008	1	2	3	64
MANDIRI20210008	1	2	4	66
MANDIRI20210008	1	2	5	52
MANDIRI20210008	1	2	6	81
MANDIRI20210008	1	3	1	89
MANDIRI20210008	1	3	2	68
MANDIRI20210008	1	3	3	74
MANDIRI20210008	1	3	4	64
MANDIRI20210008	1	3	5	67
MANDIRI20210008	1	3	6	96
MANDIRI20210008	1	4	1	71
MANDIRI20210008	1	4	2	89
MANDIRI20210008	1	4	3	95
MANDIRI20210008	1	4	4	84
MANDIRI20210008	1	4	5	96
MANDIRI20210008	1	4	6	90
MANDIRI20210008	1	5	1	83
MANDIRI20210008	1	5	2	51
MANDIRI20210008	1	5	3	53
MANDIRI20210008	1	5	4	93
MANDIRI20210008	1	5	5	75
MANDIRI20210008	1	5	6	94
MANDIRI20210009	1	1	1	86
MANDIRI20210009	1	1	2	71
MANDIRI20210009	1	1	3	56
MANDIRI20210009	1	1	4	100
MANDIRI20210009	1	1	5	65
MANDIRI20210009	1	1	6	80
MANDIRI20210009	1	2	1	69
MANDIRI20210009	1	2	2	85
MANDIRI20210009	1	2	3	83
MANDIRI20210009	1	2	4	82
MANDIRI20210009	1	2	5	76
MANDIRI20210009	1	2	6	67
MANDIRI20210009	1	3	1	92
MANDIRI20210009	1	3	2	62
MANDIRI20210009	1	3	3	90
MANDIRI20210009	1	3	4	96
MANDIRI20210009	1	3	5	63
MANDIRI20210009	1	3	6	95
MANDIRI20210009	1	4	1	67
MANDIRI20210009	1	4	2	80
MANDIRI20210009	1	4	3	59
MANDIRI20210009	1	4	4	88
MANDIRI20210009	1	4	5	80
MANDIRI20210009	1	4	6	92
MANDIRI20210009	1	5	1	98
MANDIRI20210009	1	5	2	89
MANDIRI20210009	1	5	3	93
MANDIRI20210009	1	5	4	78
MANDIRI20210009	1	5	5	90
MANDIRI20210009	1	5	6	52
MANDIRI20210010	1	1	1	64
MANDIRI20210010	1	1	2	57
MANDIRI20210010	1	1	3	91
MANDIRI20210010	1	1	4	76
MANDIRI20210010	1	1	5	51
MANDIRI20210010	1	1	6	96
MANDIRI20210010	1	2	1	54
MANDIRI20210010	1	2	2	51
MANDIRI20210010	1	2	3	100
MANDIRI20210010	1	2	4	88
MANDIRI20210010	1	2	5	83
MANDIRI20210010	1	2	6	92
MANDIRI20210010	1	3	1	77
MANDIRI20210010	1	3	2	61
MANDIRI20210010	1	3	3	75
MANDIRI20210010	1	3	4	67
MANDIRI20210010	1	3	5	78
MANDIRI20210010	1	3	6	84
MANDIRI20210010	1	4	1	92
MANDIRI20210010	1	4	2	99
MANDIRI20210010	1	4	3	100
MANDIRI20210010	1	4	4	59
MANDIRI20210010	1	4	5	52
MANDIRI20210010	1	4	6	69
MANDIRI20210010	1	5	1	73
MANDIRI20210010	1	5	2	71
MANDIRI20210010	1	5	3	100
MANDIRI20210010	1	5	4	93
MANDIRI20210010	1	5	5	58
MANDIRI20210010	1	5	6	62
MANDIRI20210011	1	1	1	81
MANDIRI20210011	1	1	2	92
MANDIRI20210011	1	1	3	74
MANDIRI20210011	1	1	4	74
MANDIRI20210011	1	1	5	58
MANDIRI20210011	1	1	6	81
MANDIRI20210011	1	2	1	97
MANDIRI20210011	1	2	2	72
MANDIRI20210011	1	2	3	73
MANDIRI20210011	1	2	4	80
MANDIRI20210011	1	2	5	58
MANDIRI20210011	1	2	6	84
MANDIRI20210011	1	3	1	64
MANDIRI20210011	1	3	2	77
MANDIRI20210011	1	3	3	92
MANDIRI20210011	1	3	4	69
MANDIRI20210011	1	3	5	70
MANDIRI20210011	1	3	6	66
MANDIRI20210011	1	4	1	65
MANDIRI20210011	1	4	2	77
MANDIRI20210011	1	4	3	65
MANDIRI20210011	1	4	4	75
MANDIRI20210011	1	4	5	94
MANDIRI20210011	1	4	6	91
MANDIRI20210011	1	5	1	90
MANDIRI20210011	1	5	2	77
MANDIRI20210011	1	5	3	69
MANDIRI20210011	1	5	4	97
MANDIRI20210011	1	5	5	80
MANDIRI20210011	1	5	6	78
MANDIRI20210012	1	1	1	50
MANDIRI20210012	1	1	2	86
MANDIRI20210012	1	1	3	53
MANDIRI20210012	1	1	4	54
MANDIRI20210012	1	1	5	75
MANDIRI20210012	1	1	6	97
MANDIRI20210012	1	2	1	65
MANDIRI20210012	1	2	2	99
MANDIRI20210012	1	2	3	96
MANDIRI20210012	1	2	4	66
MANDIRI20210012	1	2	5	82
MANDIRI20210012	1	2	6	87
MANDIRI20210012	1	3	1	97
MANDIRI20210012	1	3	2	100
MANDIRI20210012	1	3	3	74
MANDIRI20210012	1	3	4	51
MANDIRI20210012	1	3	5	74
MANDIRI20210012	1	3	6	74
MANDIRI20210012	1	4	1	70
MANDIRI20210012	1	4	2	85
MANDIRI20210012	1	4	3	55
MANDIRI20210012	1	4	4	79
MANDIRI20210012	1	4	5	76
MANDIRI20210012	1	4	6	63
MANDIRI20210012	1	5	1	54
MANDIRI20210012	1	5	2	50
MANDIRI20210012	1	5	3	54
MANDIRI20210012	1	5	4	86
MANDIRI20210012	1	5	5	99
MANDIRI20210012	1	5	6	82
MANDIRI20210013	2	1	1	70
MANDIRI20210013	2	1	2	55
MANDIRI20210013	2	1	3	64
MANDIRI20210013	2	1	7	50
MANDIRI20210013	2	1	8	62
MANDIRI20210013	2	1	9	99
MANDIRI20210013	2	2	1	93
MANDIRI20210013	2	2	2	53
MANDIRI20210013	2	2	3	52
MANDIRI20210013	2	2	7	53
MANDIRI20210013	2	2	8	87
MANDIRI20210013	2	2	9	77
MANDIRI20210013	2	3	1	73
MANDIRI20210013	2	3	2	82
MANDIRI20210013	2	3	3	68
MANDIRI20210013	2	3	7	90
MANDIRI20210013	2	3	8	80
MANDIRI20210013	2	3	9	88
MANDIRI20210013	2	4	1	77
MANDIRI20210013	2	4	2	95
MANDIRI20210013	2	4	3	70
MANDIRI20210013	2	4	7	68
MANDIRI20210013	2	4	8	97
MANDIRI20210013	2	4	9	93
MANDIRI20210013	2	5	1	91
MANDIRI20210013	2	5	2	87
MANDIRI20210013	2	5	3	99
MANDIRI20210013	2	5	7	68
MANDIRI20210013	2	5	8	73
MANDIRI20210013	2	5	9	78
MANDIRI20210014	1	1	1	53
MANDIRI20210014	1	1	2	60
MANDIRI20210014	1	1	3	70
MANDIRI20210014	1	1	4	76
MANDIRI20210014	1	1	5	85
MANDIRI20210014	1	1	6	65
MANDIRI20210014	1	2	1	66
MANDIRI20210014	1	2	2	69
MANDIRI20210014	1	2	3	65
MANDIRI20210014	1	2	4	90
MANDIRI20210014	1	2	5	75
MANDIRI20210014	1	2	6	84
MANDIRI20210014	1	3	1	82
MANDIRI20210014	1	3	2	52
MANDIRI20210014	1	3	3	77
MANDIRI20210014	1	3	4	52
MANDIRI20210014	1	3	5	72
MANDIRI20210014	1	3	6	81
MANDIRI20210014	1	4	1	98
MANDIRI20210014	1	4	2	80
MANDIRI20210014	1	4	3	66
MANDIRI20210014	1	4	4	80
MANDIRI20210014	1	4	5	55
MANDIRI20210014	1	4	6	73
MANDIRI20210014	1	5	1	94
MANDIRI20210014	1	5	2	53
MANDIRI20210014	1	5	3	52
MANDIRI20210014	1	5	4	68
MANDIRI20210014	1	5	5	62
MANDIRI20210014	1	5	6	71
MANDIRI20210015	2	1	1	85
MANDIRI20210015	2	1	2	78
MANDIRI20210015	2	1	3	76
MANDIRI20210015	2	1	7	86
MANDIRI20210015	2	1	8	80
MANDIRI20210015	2	1	9	95
MANDIRI20210015	2	2	1	70
MANDIRI20210015	2	2	2	95
MANDIRI20210015	2	2	3	75
MANDIRI20210015	2	2	7	95
MANDIRI20210015	2	2	8	56
MANDIRI20210015	2	2	9	61
MANDIRI20210015	2	3	1	53
MANDIRI20210015	2	3	2	66
MANDIRI20210015	2	3	3	77
MANDIRI20210015	2	3	7	89
MANDIRI20210015	2	3	8	82
MANDIRI20210015	2	3	9	51
MANDIRI20210015	2	4	1	98
MANDIRI20210015	2	4	2	67
MANDIRI20210015	2	4	3	74
MANDIRI20210015	2	4	7	63
MANDIRI20210015	2	4	8	63
MANDIRI20210015	2	4	9	59
MANDIRI20210015	2	5	1	51
MANDIRI20210015	2	5	2	62
MANDIRI20210015	2	5	3	82
MANDIRI20210015	2	5	7	90
MANDIRI20210015	2	5	8	91
MANDIRI20210015	2	5	9	53
MANDIRI20210016	1	1	1	56
MANDIRI20210016	1	1	2	92
MANDIRI20210016	1	1	3	63
MANDIRI20210016	1	1	4	60
MANDIRI20210016	1	1	5	64
MANDIRI20210016	1	1	6	85
MANDIRI20210016	1	2	1	93
MANDIRI20210016	1	2	2	96
MANDIRI20210016	1	2	3	92
MANDIRI20210016	1	2	4	65
MANDIRI20210016	1	2	5	56
MANDIRI20210016	1	2	6	89
MANDIRI20210016	1	3	1	96
MANDIRI20210016	1	3	2	98
MANDIRI20210016	1	3	3	97
MANDIRI20210016	1	3	4	90
MANDIRI20210016	1	3	5	74
MANDIRI20210016	1	3	6	95
MANDIRI20210016	1	4	1	71
MANDIRI20210016	1	4	2	62
MANDIRI20210016	1	4	3	81
MANDIRI20210016	1	4	4	79
MANDIRI20210016	1	4	5	84
MANDIRI20210016	1	4	6	96
MANDIRI20210016	1	5	1	90
MANDIRI20210016	1	5	2	64
MANDIRI20210016	1	5	3	80
MANDIRI20210016	1	5	4	67
MANDIRI20210016	1	5	5	65
MANDIRI20210016	1	5	6	89
MANDIRI20210017	1	1	1	100
MANDIRI20210017	1	1	2	50
MANDIRI20210017	1	1	3	53
MANDIRI20210017	1	1	4	85
MANDIRI20210017	1	1	5	59
MANDIRI20210017	1	1	6	55
MANDIRI20210017	1	2	1	87
MANDIRI20210017	1	2	2	84
MANDIRI20210017	1	2	3	94
MANDIRI20210017	1	2	4	87
MANDIRI20210017	1	2	5	89
MANDIRI20210017	1	2	6	90
MANDIRI20210017	1	3	1	97
MANDIRI20210017	1	3	2	67
MANDIRI20210017	1	3	3	63
MANDIRI20210017	1	3	4	77
MANDIRI20210017	1	3	5	82
MANDIRI20210017	1	3	6	54
MANDIRI20210017	1	4	1	58
MANDIRI20210017	1	4	2	67
MANDIRI20210017	1	4	3	65
MANDIRI20210017	1	4	4	60
MANDIRI20210017	1	4	5	81
MANDIRI20210017	1	4	6	56
MANDIRI20210017	1	5	1	91
MANDIRI20210017	1	5	2	59
MANDIRI20210017	1	5	3	81
MANDIRI20210017	1	5	4	99
MANDIRI20210017	1	5	5	92
MANDIRI20210017	1	5	6	59
MANDIRI20210018	1	1	1	69
MANDIRI20210018	1	1	2	79
MANDIRI20210018	1	1	3	77
MANDIRI20210018	1	1	4	77
MANDIRI20210018	1	1	5	68
MANDIRI20210018	1	1	6	58
MANDIRI20210018	1	2	1	56
MANDIRI20210018	1	2	2	84
MANDIRI20210018	1	2	3	63
MANDIRI20210018	1	2	4	89
MANDIRI20210018	1	2	5	79
MANDIRI20210018	1	2	6	52
MANDIRI20210018	1	3	1	85
MANDIRI20210018	1	3	2	53
MANDIRI20210018	1	3	3	90
MANDIRI20210018	1	3	4	80
MANDIRI20210018	1	3	5	53
MANDIRI20210018	1	3	6	61
MANDIRI20210018	1	4	1	52
MANDIRI20210018	1	4	2	73
MANDIRI20210018	1	4	3	50
MANDIRI20210018	1	4	4	77
MANDIRI20210018	1	4	5	86
MANDIRI20210018	1	4	6	53
MANDIRI20210018	1	5	1	59
MANDIRI20210018	1	5	2	94
MANDIRI20210018	1	5	3	69
MANDIRI20210018	1	5	4	67
MANDIRI20210018	1	5	5	58
MANDIRI20210018	1	5	6	88
MANDIRI20210019	1	1	1	96
MANDIRI20210019	1	1	2	88
MANDIRI20210019	1	1	3	97
MANDIRI20210019	1	1	4	67
MANDIRI20210019	1	1	5	74
MANDIRI20210019	1	1	6	73
MANDIRI20210019	1	2	1	64
MANDIRI20210019	1	2	2	73
MANDIRI20210019	1	2	3	78
MANDIRI20210019	1	2	4	87
MANDIRI20210019	1	2	5	100
MANDIRI20210019	1	2	6	79
MANDIRI20210019	1	3	1	87
MANDIRI20210019	1	3	2	63
MANDIRI20210019	1	3	3	71
MANDIRI20210019	1	3	4	59
MANDIRI20210019	1	3	5	76
MANDIRI20210019	1	3	6	100
MANDIRI20210019	1	4	1	89
MANDIRI20210019	1	4	2	95
MANDIRI20210019	1	4	3	70
MANDIRI20210019	1	4	4	94
MANDIRI20210019	1	4	5	59
MANDIRI20210019	1	4	6	71
MANDIRI20210019	1	5	1	69
MANDIRI20210019	1	5	2	72
MANDIRI20210019	1	5	3	82
MANDIRI20210019	1	5	4	87
MANDIRI20210019	1	5	5	92
MANDIRI20210019	1	5	6	83
MANDIRI20210020	2	1	1	66
MANDIRI20210020	2	1	2	79
MANDIRI20210020	2	1	3	63
MANDIRI20210020	2	1	7	75
MANDIRI20210020	2	1	8	60
MANDIRI20210020	2	1	9	50
MANDIRI20210020	2	2	1	59
MANDIRI20210020	2	2	2	76
MANDIRI20210020	2	2	3	64
MANDIRI20210020	2	2	7	92
MANDIRI20210020	2	2	8	73
MANDIRI20210020	2	2	9	86
MANDIRI20210020	2	3	1	97
MANDIRI20210020	2	3	2	71
MANDIRI20210020	2	3	3	85
MANDIRI20210020	2	3	7	61
MANDIRI20210020	2	3	8	93
MANDIRI20210020	2	3	9	87
MANDIRI20210020	2	4	1	97
MANDIRI20210020	2	4	2	78
MANDIRI20210020	2	4	3	53
MANDIRI20210020	2	4	7	65
MANDIRI20210020	2	4	8	90
MANDIRI20210020	2	4	9	78
MANDIRI20210020	2	5	1	56
MANDIRI20210020	2	5	2	86
MANDIRI20210020	2	5	3	57
MANDIRI20210020	2	5	7	78
MANDIRI20210020	2	5	8	77
MANDIRI20210020	2	5	9	100
MANDIRI20210021	2	1	1	74
MANDIRI20210021	2	1	2	59
MANDIRI20210021	2	1	3	68
MANDIRI20210021	2	1	7	53
MANDIRI20210021	2	1	8	87
MANDIRI20210021	2	1	9	80
MANDIRI20210021	2	2	1	65
MANDIRI20210021	2	2	2	79
MANDIRI20210021	2	2	3	93
MANDIRI20210021	2	2	7	56
MANDIRI20210021	2	2	8	82
MANDIRI20210021	2	2	9	54
MANDIRI20210021	2	3	1	99
MANDIRI20210021	2	3	2	89
MANDIRI20210021	2	3	3	63
MANDIRI20210021	2	3	7	85
MANDIRI20210021	2	3	8	78
MANDIRI20210021	2	3	9	93
MANDIRI20210021	2	4	1	61
MANDIRI20210021	2	4	2	69
MANDIRI20210021	2	4	3	64
MANDIRI20210021	2	4	7	59
MANDIRI20210021	2	4	8	86
MANDIRI20210021	2	4	9	82
MANDIRI20210021	2	5	1	88
MANDIRI20210021	2	5	2	96
MANDIRI20210021	2	5	3	54
MANDIRI20210021	2	5	7	73
MANDIRI20210021	2	5	8	91
MANDIRI20210021	2	5	9	85
MANDIRI20210023	1	1	1	52
MANDIRI20210023	1	1	2	92
MANDIRI20210023	1	1	3	88
MANDIRI20210023	1	1	4	78
MANDIRI20210023	1	1	5	60
MANDIRI20210023	1	1	6	63
MANDIRI20210023	1	2	1	55
MANDIRI20210023	1	2	2	70
MANDIRI20210023	1	2	3	61
MANDIRI20210023	1	2	4	88
MANDIRI20210023	1	2	5	65
MANDIRI20210023	1	2	6	71
MANDIRI20210023	1	3	1	55
MANDIRI20210023	1	3	2	57
MANDIRI20210023	1	3	3	80
MANDIRI20210023	1	3	4	73
MANDIRI20210023	1	3	5	97
MANDIRI20210023	1	3	6	78
MANDIRI20210023	1	4	1	71
MANDIRI20210023	1	4	2	68
MANDIRI20210023	1	4	3	63
MANDIRI20210023	1	4	4	71
MANDIRI20210023	1	4	5	93
MANDIRI20210023	1	4	6	67
MANDIRI20210023	1	5	1	89
MANDIRI20210023	1	5	2	54
MANDIRI20210023	1	5	3	58
MANDIRI20210023	1	5	4	77
MANDIRI20210023	1	5	5	56
MANDIRI20210023	1	5	6	84
MANDIRI20210024	1	1	1	65
MANDIRI20210024	1	1	2	90
MANDIRI20210024	1	1	3	90
MANDIRI20210024	1	1	4	56
MANDIRI20210024	1	1	5	81
MANDIRI20210024	1	1	6	66
MANDIRI20210024	1	2	1	94
MANDIRI20210024	1	2	2	65
MANDIRI20210024	1	2	3	94
MANDIRI20210024	1	2	4	55
MANDIRI20210024	1	2	5	53
MANDIRI20210024	1	2	6	90
MANDIRI20210024	1	3	1	50
MANDIRI20210024	1	3	2	71
MANDIRI20210024	1	3	3	52
MANDIRI20210024	1	3	4	98
MANDIRI20210024	1	3	5	67
MANDIRI20210024	1	3	6	68
MANDIRI20210024	1	4	1	67
MANDIRI20210024	1	4	2	93
MANDIRI20210024	1	4	3	52
MANDIRI20210024	1	4	4	73
MANDIRI20210024	1	4	5	97
MANDIRI20210024	1	4	6	93
MANDIRI20210024	1	5	1	89
MANDIRI20210024	1	5	2	88
MANDIRI20210024	1	5	3	91
MANDIRI20210024	1	5	4	100
MANDIRI20210024	1	5	5	71
MANDIRI20210024	1	5	6	89
MANDIRI20210026	1	1	1	61
MANDIRI20210026	1	1	2	74
MANDIRI20210026	1	1	3	58
MANDIRI20210026	1	1	4	69
MANDIRI20210026	1	1	5	80
MANDIRI20210026	1	1	6	73
MANDIRI20210026	1	2	1	64
MANDIRI20210026	1	2	2	63
MANDIRI20210026	1	2	3	60
MANDIRI20210026	1	2	4	78
MANDIRI20210026	1	2	5	57
MANDIRI20210026	1	2	6	90
MANDIRI20210026	1	3	1	81
MANDIRI20210026	1	3	2	80
MANDIRI20210026	1	3	3	69
MANDIRI20210026	1	3	4	79
MANDIRI20210026	1	3	5	84
MANDIRI20210026	1	3	6	78
MANDIRI20210026	1	4	1	70
MANDIRI20210026	1	4	2	59
MANDIRI20210026	1	4	3	80
MANDIRI20210026	1	4	4	62
MANDIRI20210026	1	4	5	81
MANDIRI20210026	1	4	6	97
MANDIRI20210026	1	5	1	61
MANDIRI20210026	1	5	2	76
MANDIRI20210026	1	5	3	60
MANDIRI20210026	1	5	4	80
MANDIRI20210026	1	5	5	84
MANDIRI20210026	1	5	6	97
MANDIRI20210027	1	1	1	87
MANDIRI20210027	1	1	2	57
MANDIRI20210027	1	1	3	85
MANDIRI20210027	1	1	4	65
MANDIRI20210027	1	1	5	57
MANDIRI20210027	1	1	6	86
MANDIRI20210027	1	2	1	92
MANDIRI20210027	1	2	2	73
MANDIRI20210027	1	2	3	59
MANDIRI20210027	1	2	4	55
MANDIRI20210027	1	2	5	93
MANDIRI20210027	1	2	6	97
MANDIRI20210027	1	3	1	95
MANDIRI20210027	1	3	2	77
MANDIRI20210027	1	3	3	50
MANDIRI20210027	1	3	4	54
MANDIRI20210027	1	3	5	58
MANDIRI20210027	1	3	6	76
MANDIRI20210027	1	4	1	79
MANDIRI20210027	1	4	2	82
MANDIRI20210027	1	4	3	92
MANDIRI20210027	1	4	4	54
MANDIRI20210027	1	4	5	85
MANDIRI20210027	1	4	6	83
MANDIRI20210027	1	5	1	92
MANDIRI20210027	1	5	2	72
MANDIRI20210027	1	5	3	61
MANDIRI20210027	1	5	4	77
MANDIRI20210027	1	5	5	82
MANDIRI20210027	1	5	6	90
MANDIRI20210028	1	1	1	66
MANDIRI20210028	1	1	2	64
MANDIRI20210028	1	1	3	96
MANDIRI20210028	1	1	4	66
MANDIRI20210028	1	1	5	93
MANDIRI20210028	1	1	6	67
MANDIRI20210028	1	2	1	59
MANDIRI20210028	1	2	2	58
MANDIRI20210028	1	2	3	89
MANDIRI20210028	1	2	4	63
MANDIRI20210028	1	2	5	57
MANDIRI20210028	1	2	6	74
MANDIRI20210028	1	3	1	72
MANDIRI20210028	1	3	2	72
MANDIRI20210028	1	3	3	77
MANDIRI20210028	1	3	4	99
MANDIRI20210028	1	3	5	88
MANDIRI20210028	1	3	6	89
MANDIRI20210028	1	4	1	68
MANDIRI20210028	1	4	2	100
MANDIRI20210028	1	4	3	77
MANDIRI20210028	1	4	4	97
MANDIRI20210028	1	4	5	87
MANDIRI20210028	1	4	6	54
MANDIRI20210028	1	5	1	55
MANDIRI20210028	1	5	2	99
MANDIRI20210028	1	5	3	63
MANDIRI20210028	1	5	4	79
MANDIRI20210028	1	5	5	76
MANDIRI20210028	1	5	6	50
MANDIRI20210029	1	1	1	75
MANDIRI20210029	1	1	2	79
MANDIRI20210029	1	1	3	97
MANDIRI20210029	1	1	4	96
MANDIRI20210029	1	1	5	57
MANDIRI20210029	1	1	6	61
MANDIRI20210029	1	2	1	96
MANDIRI20210029	1	2	2	73
MANDIRI20210029	1	2	3	77
MANDIRI20210029	1	2	4	94
MANDIRI20210029	1	2	5	65
MANDIRI20210029	1	2	6	72
MANDIRI20210029	1	3	1	94
MANDIRI20210029	1	3	2	52
MANDIRI20210029	1	3	3	56
MANDIRI20210029	1	3	4	51
MANDIRI20210029	1	3	5	77
MANDIRI20210029	1	3	6	99
MANDIRI20210029	1	4	1	51
MANDIRI20210029	1	4	2	82
MANDIRI20210029	1	4	3	57
MANDIRI20210029	1	4	4	56
MANDIRI20210029	1	4	5	74
MANDIRI20210029	1	4	6	66
